date,prcp,tmin,tmax,tavg
1/1/1990,,19.1,28.4,22.9
2/1/1990,0,,26.5,21.7
3/1/1990,0,16.4,26.5,21
4/1/1990,0,,27.4,20.8
5/1/1990,0,14.2,26.1,20.4
6/1/1990,0,17.1,24.2,20.4
7/1/1990,0,,20.5,18.8
8/1/1990,0,16.6,25.1,20
9/1/1990,0,15.5,,21
10/1/1990,0,15,27.7,21.2
11/1/1990,0,16,28.5,21.8
12/1/1990,0,13.2,,21.1
13-01-1990,0,11.2,27.2,18.8
14-01-1990,0,11.5,29,19.8
15-01-1990,0,11.5,30.3,21
16-01-1990,0,12.6,29.7,22.1
17-01-1990,0,,29,23.8
18-01-1990,0,13.8,,20.1
19-01-1990,0,12.2,30.7,21.3
20-01-1990,0,13,30.7,20.3
21-01-1990,0,,,23.8
22-01-1990,0,13.2,30.4,22.2
23-01-1990,0,14.7,,20.7
24-01-1990,0,14.5,29,21.5
25-01-1990,0,15.4,30.7,22.7
26-01-1990,0,14,30.4,22.7
27-01-1990,0,14.8,29.4,21.2
28-01-1990,0,14,29.7,19.2
29-01-1990,0,13.9,28.5,20.9
30-01-1990,0,14.3,30,21.4
31-01-1990,0,14.4,,22.4
1/2/1990,0,13.5,31.6,22.4
2/2/1990,0,14.5,31.9,22.4
3/2/1990,0,,29.9,21.7
4/2/1990,0,,30.5,22.8
5/2/1990,0,14,31.3,22.9
6/2/1990,0,15.9,29.7,22.3
7/2/1990,0,12.5,27.3,20.2
8/2/1990,0,16.9,28,22.3
9/2/1990,0,,28.3,22.8
10/2/1990,0,,,22.6
11/2/1990,0,17.9,28.5,22.9
12/2/1990,0,17,29.5,23.2
13-02-1990,0,,,23.1
14-02-1990,0,16.8,30.6,24.8
15-02-1990,0,19.4,31.5,24.7
16-02-1990,,20.6,31.5,25.8
17-02-1990,0,18.9,33.4,25.2
18-02-1990,0,18.8,32.6,23.9
19-02-1990,0,18.8,32.3,26.3
20-02-1990,0,18.8,31,24.8
21-02-1990,0,17.8,31,24.1
22-02-1990,0,16.4,31.9,24.3
23-02-1990,0,17.9,32.2,26.1
24-02-1990,0,18.8,31.5,25.6
25-02-1990,0,18.6,31.5,25
26-02-1990,0,19,,25.2
27-02-1990,,18.6,29.5,23.6
28-02-1990,0,20.1,,27.4
1/3/1990,0,21.4,31.5,26
2/3/1990,0,21,33.6,27.1
3/3/1990,0,20.9,31.6,25.9
4/3/1990,0,,31.5,27.1
5/3/1990,0,21,32.7,26.4
6/3/1990,0,,32.7,27.6
7/3/1990,0,21.8,32.4,26.7
8/3/1990,0,21.4,33.7,26.2
9/3/1990,0,20.5,31.5,26.3
10/3/1990,2.3,20.1,26.7,21.6
11/3/1990,1,20,28.5,23.1
12/3/1990,0,20,31.3,25.3
13-03-1990,0.3,21.5,32.7,26.4
14-03-1990,0,20.5,33.5,25.8
15-03-1990,0,21,34.6,28.1
16-03-1990,0,,32.5,25.7
17-03-1990,0,19,,24.8
18-03-1990,0,18.4,30.9,24.3
19-03-1990,0,18,32,26.2
20-03-1990,0,19.1,32.5,25.8
21-03-1990,0,20.3,33.5,26.9
22-03-1990,0,21.5,34.8,27.5
23-03-1990,0,22.1,33.8,27.8
24-03-1990,0,,,27.1
25-03-1990,0,,34.5,27.6
26-03-1990,0,21,33.9,26.9
27-03-1990,0,21,34,27.1
28-03-1990,0,,34.3,28.8
29-03-1990,0,23.4,33,27.8
30-03-1990,0,23.3,33.9,28.7
31-03-1990,0,22.1,34.4,28.5
1/4/1990,0,23,,27.8
2/4/1990,,23.6,34.2,29.1
3/4/1990,0,23.6,36.2,29.1
4/4/1990,0,,36,27.8
5/4/1990,0,22.1,34,26.3
6/4/1990,0,20.9,33.2,26.7
7/4/1990,0,,32.6,28.4
8/4/1990,,22.2,34,27.9
9/4/1990,0,22.4,34,27.8
10/4/1990,,23.2,33.1,27.1
11/4/1990,0,23.6,34.4,29.4
12/4/1990,0,23.9,32.4,27.9
13-04-1990,0,24,35.1,29.7
14-04-1990,,25.3,36.8,28.4
15-04-1990,,,35.5,29.7
16-04-1990,21.3,20,33.4,28.1
17-04-1990,8.4,21.2,32,26.7
18-04-1990,0,21.4,34.5,28.7
19-04-1990,0,22.6,34.4,28.2
20-04-1990,0,22.9,36.3,26.6
21-04-1990,0,22.1,36.3,28.7
22-04-1990,0,,36,31.3
23-04-1990,0,22.4,36.6,30.7
24-04-1990,0,24.2,36.4,30
25-04-1990,0,22.9,34.5,29.1
26-04-1990,0,22.8,,28.5
27-04-1990,182.1,22.2,35.1,29.9
28-04-1990,0,21.5,34.5,28
29-04-1990,0,,34,28.1
30-04-1990,,,33.3,27.2
1/5/1990,1.5,,33.3,26.7
2/5/1990,3,20.4,33.3,27.1
3/5/1990,0,22.6,32.3,26.1
4/5/1990,0.5,22.4,,25.6
5/5/1990,0,,33.3,27.4
6/5/1990,0,,32.6,26.7
7/5/1990,0,,31.5,24.5
8/5/1990,0,21.1,31.1,25.2
9/5/1990,0,22.6,31,26.9
10/5/1990,,,,25.5
11/5/1990,,,32.1,26.8
12/5/1990,1,23,30.7,27.1
13-05-1990,0,23,31.4,26.8
14-05-1990,0,22.5,33.7,26.9
15-05-1990,0,22,34.1,27.9
16-05-1990,0,20.9,34.6,27.6
17-05-1990,,20.8,33.7,26.2
18-05-1990,21.8,20.8,31.6,26.2
19-05-1990,0,21.4,32.5,26.4
20-05-1990,1.3,21.3,29.2,23.9
21-05-1990,2.3,21.4,28,24.8
22-05-1990,0,21.2,29.7,23.1
23-05-1990,2,21.6,31.5,24.2
24-05-1990,13.7,,,20.9
25-05-1990,85.1,19.4,29.2,23.4
26-05-1990,,,,
27-05-1990,,,,
28-05-1990,,,,
29-05-1990,,,,
30-05-1990,,,,
31-05-1990,,,,25.1
1/6/1990,0,20,32,25.5
2/6/1990,0,20.4,31.8,24.7
3/6/1990,15,19.8,28.6,22.9
4/6/1990,0,,27.3,23.4
5/6/1990,,19.6,29,23.9
6/6/1990,0,,30.3,24.6
7/6/1990,0,,30.3,23.4
8/6/1990,0,,30.3,23.5
9/6/1990,0,,29.3,23.2
10/6/1990,5.8,,29.3,24.6
11/6/1990,5.1,,26.1,23.3
12/6/1990,0,19.9,26.3,22.8
13-06-1990,1.5,20.1,28.2,23.8
14-06-1990,0,20.6,29.9,24.2
15-06-1990,0,20.8,,23.5
16-06-1990,0,20.2,28.8,23.6
17-06-1990,0,,26.8,23.1
18-06-1990,0,19.6,29.1,23.7
19-06-1990,,,29,24.3
20-06-1990,0,20.8,29.1,23.7
21-06-1990,,20.2,,23.6
22-06-1990,,,29.5,24.1
23-06-1990,0,19.9,30,24.5
24-06-1990,0,19.6,,23.6
25-06-1990,0,19.6,27.8,23.5
26-06-1990,,19.8,26.5,23.2
27-06-1990,0,20.2,27.8,22.6
28-06-1990,6.1,,28.3,23.4
29-06-1990,5.6,19.8,26.8,23.1
30-06-1990,1,20,28.6,23.4
1/7/1990,0,19.6,28.3,22.7
2/7/1990,8.4,19.5,26.9,22.3
3/7/1990,1,19.4,27,22.2
4/7/1990,0,19.7,29.1,22.3
5/7/1990,0,19.2,30,24
6/7/1990,,20.1,29.5,23.8
7/7/1990,0,20.2,28,22.9
8/7/1990,0.5,19.6,23.5,21.5
9/7/1990,0.3,19.4,27.1,22.7
10/7/1990,9.7,,26.8,22.4
11/7/1990,1.8,19.4,27,22.3
12/7/1990,0,19.5,22.8,21.3
13-07-1990,0,18.4,27.7,22.4
14-07-1990,,18.8,28.3,22.5
15-07-1990,0,19,27.5,22.2
16-07-1990,0,19.4,,23.4
17-07-1990,0,,27.7,22.6
18-07-1990,,19.5,26.3,23.1
19-07-1990,,,29,21.8
20-07-1990,2,19.4,29.4,23.8
21-07-1990,0,19.4,,23
22-07-1990,,20.2,,23.7
23-07-1990,0,19,27.1,21.7
24-07-1990,0,19.1,,21.9
25-07-1990,0,19.2,27,22.9
26-07-1990,,18.8,29,23.1
27-07-1990,,18.5,32.3,23.5
28-07-1990,0,,30.3,24.6
29-07-1990,,19.2,30.5,23.8
30-07-1990,0,19.6,31.3,24.1
31-07-1990,2.3,20,29.4,23.9
1/8/1990,0,20.3,30.4,22.4
2/8/1990,8.4,20.2,25.4,21.8
3/8/1990,3.6,20,27.5,22.6
4/8/1990,0,,28,22
5/8/1990,2,20.2,28.5,22.9
6/8/1990,2.3,,28.7,23.1
7/8/1990,10.4,19,24,21.4
8/8/1990,0,19.6,,22.6
9/8/1990,0.8,19.2,,21
10/8/1990,9.1,,24.5,20.5
11/8/1990,25.9,19,26,21.8
12/8/1990,0.3,19.6,26.5,22.3
13-08-1990,0.3,,,21.7
14-08-1990,4.1,18.7,22.2,20.3
15-08-1990,7.6,,23.5,21.4
16-08-1990,0.5,19.3,25.5,21.4
17-08-1990,0,19.4,26.2,22.3
18-08-1990,0,19.5,27,22.4
19-08-1990,0,19,27.2,22.4
20-08-1990,,19.4,26.5,22.7
21-08-1990,0,20,26.8,22.2
22-08-1990,,19.4,26.5,22.3
23-08-1990,0,20,27.5,22.8
24-08-1990,0,19.9,28,23.6
25-08-1990,,20.2,29.2,24.2
26-08-1990,,20,29.4,23.2
27-08-1990,,20.2,25.7,22.3
28-08-1990,,19.6,28.5,22.4
29-08-1990,,20,27.3,22.3
30-08-1990,0,19.2,28,23.3
31-08-1990,0,19.3,27.3,23.5
1/9/1990,0,19,28.4,23
2/9/1990,0,20.5,29.5,25.1
3/9/1990,,,30,25.8
4/9/1990,0.3,19.5,26.7,21.9
5/9/1990,0,,26.5,21.6
6/9/1990,,19.3,27.2,22.2
7/9/1990,0,,,22.9
8/9/1990,,,30.3,23.3
9/9/1990,0,,27.5,22.8
10/9/1990,0,19.9,29.7,25.2
11/9/1990,0,20.2,28.8,24
12/9/1990,0,20.2,29.5,24.3
13-09-1990,0,,,23.1
14-09-1990,0,19.6,28.6,24.4
15-09-1990,0,20.1,30.7,26.1
16-09-1990,0,21,30.7,25.3
17-09-1990,0,20.9,31.2,24.6
18-09-1990,9.1,20.3,29.7,24.6
19-09-1990,0,,29.4,22.8
20-09-1990,,19.4,30,23.8
21-09-1990,6.4,,29,22.6
22-09-1990,5.3,20.3,30,24.3
23-09-1990,0,,30.5,24.1
24-09-1990,17.5,19.4,28,22.3
25-09-1990,2.3,19.6,25.5,22.6
26-09-1990,0,19.5,29.5,24.8
27-09-1990,0,20.9,28.8,24.1
28-09-1990,0,20.5,26.6,22.8
29-09-1990,,19.6,28.3,23.3
30-09-1990,,20,27,22.9
1/10/1990,0,,28.5,23.6
2/10/1990,0.3,19.8,27.5,23.6
3/10/1990,0,19.7,26.2,22.8
4/10/1990,0.3,18.5,29.8,23.2
5/10/1990,0,18.9,30.5,24.1
6/10/1990,0,18.5,30.8,24.2
7/10/1990,0,19.7,31,25.1
8/10/1990,0,19.8,,25
9/10/1990,0,19,30.3,24.8
10/10/1990,0,20.8,28.8,24.9
11/10/1990,0,,,24.8
12/10/1990,,,30.2,23.5
13-10-1990,,18.9,29.6,23.7
14-10-1990,25.7,19.8,28,23.4
15-10-1990,0,20,28.5,23.5
16-10-1990,0,19.8,29,23.3
17-10-1990,0.3,20,29.5,24.3
18-10-1990,0,19.4,29.3,23.3
19-10-1990,0.3,19.4,25.5,22.1
20-10-1990,1.8,18.4,,23.3
21-10-1990,0,19.5,27.5,24.2
22-10-1990,,18.2,,21.8
23-10-1990,,19.5,27.2,21.3
24-10-1990,,19,25.5,21.7
25-10-1990,0,19.9,26.3,22.5
26-10-1990,,20,26.3,22.5
27-10-1990,0,19.5,26,22.3
28-10-1990,0,19.4,,22.8
29-10-1990,0,20,,21.4
30-10-1990,8.9,19.4,24,20.9
31-10-1990,,,,
1/11/1990,8.1,19.4,21.4,19.9
2/11/1990,3,18.2,26,21.7
3/11/1990,0,17.2,27.7,21.3
4/11/1990,0,18.5,,21.2
5/11/1990,,,,
6/11/1990,0,18.3,27.6,23.1
7/11/1990,,,,
8/11/1990,,17.7,,21.6
9/11/1990,0,19.2,,20.9
10/11/1990,0,19.7,,22.6
11/11/1990,0,,28.2,22.7
12/11/1990,0,,28.3,21.4
13-11-1990,0,14.6,29.3,21.4
14-11-1990,,17.1,29.5,21.6
15-11-1990,,,,
16-11-1990,0,20.4,26,21.8
17-11-1990,,20,,22.8
18-11-1990,0,19.4,,24.2
19-11-1990,0,,28.5,21.5
20-11-1990,0,17.2,28.5,23.2
21-11-1990,,,,
22-11-1990,0,,28.9,24
23-11-1990,,,,
24-11-1990,0,20,29.5,21.9
25-11-1990,,,,
26-11-1990,7.9,,,20.4
27-11-1990,,,,
28-11-1990,80.5,,24.5,20.8
29-11-1990,0,16,26.6,21.2
30-11-1990,0,16.1,27.6,22.4
1/12/1990,0,15.6,27,20.8
2/12/1990,0,16.6,26.5,20.3
3/12/1990,,16.8,26.2,21.3
4/12/1990,,18.8,21.6,20
5/12/1990,,,25.5,20.7
6/12/1990,0,17,25.5,20.8
7/12/1990,0,17,26.1,20.8
8/12/1990,0,16.4,25.2,20.9
9/12/1990,0,,25.5,19.7
10/12/1990,0,,26.5,21.2
11/12/1990,0,14.7,26.5,20.6
12/12/1990,0,14.9,25.6,20.2
13-12-1990,0,,26,19.4
14-12-1990,0,,24.3,19.7
15-12-1990,0,15.6,27.5,19.7
16-12-1990,0,15.2,28.1,21.3
17-12-1990,0,15.1,29.3,22.6
18-12-1990,0,16,27.5,22.4
19-12-1990,0,16,28.1,21.4
20-12-1990,0,15.4,27.1,20.7
21-12-1990,0,,27,21.9
22-12-1990,0,16.4,27,20.4
23-12-1990,0,16.4,27.3,21.6
24-12-1990,0,,24.4,20.4
25-12-1990,0,16.2,,22.4
26-12-1990,0,,27.2,20.3
27-12-1990,,,,
28-12-1990,0,13.6,25.4,20.7
29-12-1990,0,16,,20.3
30-12-1990,,18,,23
31-12-1990,0,19,27.2,23.6
1/1/1991,0.3,20,27.6,23.6
2/1/1991,0,,29.7,23.9
3/1/1991,0,16.2,30.3,22.8
4/1/1991,0,17.9,29,22.9
5/1/1991,0,19.2,27.7,23.1
6/1/1991,0,17.5,28.5,22.7
7/1/1991,0,,,22.3
8/1/1991,0,,27,21.9
9/1/1991,,14.4,28.1,21.2
10/1/1991,0,16.3,29.2,22.3
11/1/1991,0,17.2,29,21.9
12/1/1991,,17.7,,18.6
13-01-1991,,,,
14-01-1991,,15.5,,19.2
15-01-1991,,14.5,27.7,21.5
16-01-1991,,,,
17-01-1991,0,17,27.8,21.9
18-01-1991,0,,28.3,22.8
19-01-1991,0,17.2,28.5,21.7
20-01-1991,0,18.3,,22.7
21-01-1991,0,17.8,,22.7
22-01-1991,,16.5,30.5,24.4
23-01-1991,0,15.5,29.8,23.8
24-01-1991,0,16.1,28.9,21.2
25-01-1991,0,15.5,26.8,20.9
26-01-1991,0,14.2,28,21.2
27-01-1991,0,14,29.5,21.8
28-01-1991,0,,31.1,21.8
29-01-1991,0,,,23.2
30-01-1991,0,13.9,28.8,19.1
31-01-1991,0,15,28.4,21.3
1/2/1991,0,17,,22.9
2/2/1991,0,19.2,30.6,24.6
3/2/1991,0,19.6,31.5,24.7
4/2/1991,0,18.7,31,23.6
5/2/1991,0,18.8,30.1,23.6
6/2/1991,0,17,,23.7
7/2/1991,0,15.7,29.3,22.7
8/2/1991,0,15.8,30.8,22.8
9/2/1991,0,15.4,30.2,22.7
10/2/1991,0,16.1,31.4,23.9
11/2/1991,0,16.6,33,24.4
12/2/1991,0,16.6,32.5,23.9
13-02-1991,,17.5,32.6,25.2
14-02-1991,0,17.2,32.1,24.3
15-02-1991,0,15.5,31.5,24.2
16-02-1991,0,16.3,32,25.1
17-02-1991,0,17.4,31.3,24.4
18-02-1991,0,17.3,31.4,25.6
19-02-1991,0,17.1,31.4,24.5
20-02-1991,0,17.8,30.3,24.3
21-02-1991,0,17.6,29.3,23.1
22-02-1991,0,16,29.4,23.9
23-02-1991,0,16.9,30.9,23.6
24-02-1991,0,17.7,30.2,24.3
25-02-1991,0,18.3,30.9,22.2
26-02-1991,0,18.2,30.3,24.2
27-02-1991,0,19.5,,24.8
28-02-1991,0,20.6,30.9,24.8
1/3/1991,0,,31.2,25.6
2/3/1991,,19.3,31.4,26.2
3/3/1991,0,19.5,31.3,25.6
4/3/1991,0,19.3,32.5,26.3
5/3/1991,0,20.6,32.4,26.9
6/3/1991,,22.8,32.4,27.8
7/3/1991,0,21.6,34.5,27.1
8/3/1991,,21.8,33.5,26.9
9/3/1991,0,,,26.2
10/3/1991,0,20.7,34.3,27.6
11/3/1991,0,,34.5,29.1
12/3/1991,0,20.3,35,27.5
13-03-1991,0,20.9,35.4,28.9
14-03-1991,,21.7,34.6,28.2
15-03-1991,0,20.4,34.8,28.4
16-03-1991,0,,33.7,27.4
17-03-1991,0,,33.7,26.9
18-03-1991,0,19.5,34,27.1
19-03-1991,0,20.7,35.6,27.6
20-03-1991,,21.8,,26.8
21-03-1991,0,21.3,34.7,28.7
22-03-1991,0,23,34.4,29.4
23-03-1991,0,20.8,35.6,27.7
24-03-1991,0,21,35.2,26.4
25-03-1991,0,21.8,35.3,28.5
26-03-1991,0,20.6,34.7,27.1
27-03-1991,0,20,34.8,26.7
28-03-1991,0,19.3,33.4,25.3
29-03-1991,0,20.2,33.8,26.6
30-03-1991,0,19.4,35,28.7
31-03-1991,0,21.8,35.6,28.7
1/4/1991,0,21,35,26.7
2/4/1991,0,22.8,34.5,27.4
3/4/1991,0,22.3,35.2,28.4
4/4/1991,0,22.5,33.6,27.7
5/4/1991,,21.6,32.3,26.1
6/4/1991,,,,24
7/4/1991,10.7,19.5,31.5,25.9
8/4/1991,0,20.1,31.2,25.4
9/4/1991,6.1,19.1,30.5,22.8
10/4/1991,0.5,,32.8,26.7
11/4/1991,7.9,20.1,32.5,27.3
12/4/1991,0,,33.6,26.3
13-04-1991,0,,32.8,25.5
14-04-1991,0,22.6,34.4,27.5
15-04-1991,0,23,34.4,28.5
16-04-1991,0,23,34.6,28.9
17-04-1991,0,23.6,34.6,27.7
18-04-1991,0,23.2,35,28.2
19-04-1991,0,23.2,35.7,29.5
20-04-1991,,,35.1,27.7
21-04-1991,7.1,20.9,33.5,25.2
22-04-1991,0,20.7,34.4,26.9
23-04-1991,0.3,23.2,34.3,29.2
24-04-1991,0,22.7,34.1,28.7
25-04-1991,,21.6,33.7,26.1
26-04-1991,,,32.3,26.9
27-04-1991,1.3,22.4,34.2,27.7
28-04-1991,0,22.1,33.6,27.2
29-04-1991,0.5,,,26.4
30-04-1991,0,22,34.6,27.9
1/5/1991,0,22.1,32.6,26.6
2/5/1991,0,22.5,36.6,29.4
3/5/1991,,,36.1,27.1
4/5/1991,18.8,21.5,32.1,23.9
5/5/1991,1.3,20.9,33.2,26.7
6/5/1991,0,22.3,,25.8
7/5/1991,12.2,22.5,34.6,28.3
8/5/1991,0,,33.4,26.3
9/5/1991,4.3,,32.9,23.9
10/5/1991,91.9,19.8,32.2,26.9
11/5/1991,0,,32.4,23.5
12/5/1991,,,,
13-05-1991,0,,33.7,29.2
14-05-1991,0,23.2,33.3,27.2
15-05-1991,,,,
16-05-1991,0,,33.5,28.8
17-05-1991,0,,34,28.9
18-05-1991,0,23.4,35.2,29.6
19-05-1991,0,,35,28.4
20-05-1991,,23,33.7,26.1
21-05-1991,0,23,35.1,29.7
22-05-1991,,,,26.9
23-05-1991,0,22,,29.7
24-05-1991,,,35,26.2
25-05-1991,0,20.2,33.6,26.8
26-05-1991,,,34.8,27.7
27-05-1991,,21,30.6,24.7
28-05-1991,,20.8,32.6,25.7
29-05-1991,0,21.8,,28.7
30-05-1991,,,32.1,24.9
31-05-1991,,,31.6,25.5
1/6/1991,17.5,,31.6,25.8
2/6/1991,0,21.9,30.9,27.3
3/6/1991,,,29.1,23.4
4/6/1991,,,26.6,22.5
5/6/1991,,21,,21.3
6/6/1991,,,,23.3
7/6/1991,,,25.6,22.6
8/6/1991,0,20.3,26.6,22.4
9/6/1991,,,25.2,22.4
10/6/1991,0,21,,24.2
11/6/1991,0,,27.4,22.9
12/6/1991,0,20.9,27.2,23.2
13-06-1991,0,21.6,29,25
14-06-1991,7.9,21.3,30.6,25.9
15-06-1991,0.5,21.7,31.2,24.3
16-06-1991,7.9,,28.9,24.4
17-06-1991,0.5,21,26.6,23.4
18-06-1991,0,20.5,,25.1
19-06-1991,0,20.1,,22.4
20-06-1991,0,,29.6,24.7
21-06-1991,,20.2,30.6,22.9
22-06-1991,10.9,20.1,29.6,24.7
23-06-1991,0,21.2,,24.8
24-06-1991,,,28.6,22.9
25-06-1991,,,27.3,21.4
26-06-1991,,19.8,,21.3
27-06-1991,3.3,19.5,26.6,22.5
28-06-1991,0.5,19.7,26.9,22.2
29-06-1991,0,20.3,27.9,24.2
30-06-1991,,,29,23.1
1/7/1991,0,19.4,26.4,22.4
2/7/1991,0,19.3,29,24.2
3/7/1991,,20,28.6,23.1
4/7/1991,0,20.2,26.3,22.8
5/7/1991,,,26.8,23.4
6/7/1991,10.9,19.9,26.8,21.8
7/7/1991,0,19.5,25.9,22.4
8/7/1991,,18.5,26.1,21.6
9/7/1991,,,,21.3
10/7/1991,9.9,18.2,,20.8
11/7/1991,0.8,20.1,26.4,21.6
12/7/1991,6.4,19.3,26.6,21.9
13-07-1991,0,19.4,28.1,22.8
14-07-1991,0.3,18.3,28.2,22.2
15-07-1991,0,19.6,25.6,22.6
16-07-1991,0.5,19.8,26.2,22.3
17-07-1991,0.8,,24.6,21.8
18-07-1991,0,19.1,27.7,22.3
19-07-1991,0,,,22.9
20-07-1991,,19.9,27.7,23.6
21-07-1991,0,19.7,27.6,22.9
22-07-1991,0.5,19.8,28.1,22.8
23-07-1991,0,19.5,27.8,23.2
24-07-1991,0,19.9,,23.7
25-07-1991,0,19.8,28.6,22.7
26-07-1991,0.5,20,27.4,22.5
27-07-1991,1,19.9,24.1,21.4
28-07-1991,0,,25.4,22.6
29-07-1991,2.8,19.7,26.6,21.9
30-07-1991,0,,27.3,21.2
31-07-1991,0,20.2,27.5,22.2
1/8/1991,0,,27.7,23.6
2/8/1991,5.6,19.7,25.6,22.3
3/8/1991,0,,27.4,22
4/8/1991,6.9,19.7,27.6,22
5/8/1991,47.2,19.5,25.5,22.4
6/8/1991,0,,24.6,21.1
7/8/1991,14.5,19.3,,21.2
8/8/1991,3.8,19.1,26.3,22.8
9/8/1991,0,,,21.7
10/8/1991,2.8,18.9,26.1,22.4
11/8/1991,0,,27.3,23.6
12/8/1991,,19.9,27.5,22.4
13-08-1991,,19.9,26.4,22.6
14-08-1991,,19.6,26.6,21.8
15-08-1991,,,,
16-08-1991,,,,21.4
17-08-1991,0,19.7,26.5,22.1
18-08-1991,0.5,,27.1,21.8
19-08-1991,15,18.5,26.6,22.6
20-08-1991,0,17.8,26.8,22.5
21-08-1991,0,18.7,,22.3
22-08-1991,0,19.4,26.6,22.4
23-08-1991,,19.1,25.2,21.8
24-08-1991,,19.2,26.6,22.1
25-08-1991,0,18.7,27.4,22.3
26-08-1991,,19.1,27.6,22
27-08-1991,0,18.9,27.3,23.1
28-08-1991,0,19,27.3,22.7
29-08-1991,,18.6,28.3,23.2
30-08-1991,1.8,18.6,27.6,23.2
31-08-1991,0,18.6,,22.8
1/9/1991,0,,,24.7
2/9/1991,0,20.1,30.5,25.2
3/9/1991,,20.4,30.1,25.4
4/9/1991,11.2,19.3,29.6,24.2
5/9/1991,4.8,20.1,,23.6
6/9/1991,0,,28.8,25.2
7/9/1991,0,19,28,23.5
8/9/1991,0,,,23.1
9/9/1991,0,,29,24.9
10/9/1991,,,29.2,24.8
11/9/1991,3.8,20.4,29.5,24.6
12/9/1991,1.8,,30.4,22.6
13-09-1991,71.1,19.9,27.1,21.7
14-09-1991,46.5,19.7,29.6,23.3
15-09-1991,0,20.7,28.1,22.6
16-09-1991,7.1,20.1,28,22.8
17-09-1991,0.8,20.3,27.2,22.8
18-09-1991,4.8,20.1,,23.7
19-09-1991,2.3,19,,22.4
20-09-1991,0,18.9,27.2,22.9
21-09-1991,18.5,20.2,25.6,20.8
22-09-1991,13,19.2,28.3,23
23-09-1991,3.3,19.9,26.6,22.5
24-09-1991,1.8,19.7,27.8,23.3
25-09-1991,0.8,19.4,29.4,24.1
26-09-1991,0,20.8,31,25.2
27-09-1991,,20.6,,25.3
28-09-1991,7.1,,30.6,23.8
29-09-1991,2.5,19.4,29.9,23.4
30-09-1991,0.5,19.5,30.6,25.1
1/10/1991,0,19.5,,23.3
2/10/1991,7.9,19.4,29.4,23.1
3/10/1991,0,19,29.4,23.8
4/10/1991,0,20,30.7,25.6
5/10/1991,,,29.6,22.9
6/10/1991,,19.4,26.6,22.8
7/10/1991,23.6,19.4,28.6,24.2
8/10/1991,0.3,11.8,27.4,22.9
9/10/1991,0,20.2,28.7,23.2
10/10/1991,3.3,19,24.7,21.9
11/10/1991,0.8,19,28.6,23.7
12/10/1991,0,,29.1,24
13-10-1991,0,20.2,,22.7
14-10-1991,0,18.8,28.3,23.7
15-10-1991,0,19,28.7,23.7
16-10-1991,0,20.1,28.8,23.7
17-10-1991,,20.3,28.3,22.9
18-10-1991,0,,28,22.8
19-10-1991,0,19.4,28.5,23.4
20-10-1991,,19.2,28,23.2
21-10-1991,0,19.6,27.5,23.3
22-10-1991,,19.2,27.6,22.4
23-10-1991,0,19.2,26.8,22.6
24-10-1991,3.3,18.4,28,21.9
25-10-1991,0,,28.4,22.8
26-10-1991,0,18.1,,21.3
27-10-1991,,17,25.8,22.4
28-10-1991,,20,,20.8
29-10-1991,50.8,19.2,20.6,19.8
30-10-1991,118.4,19.1,,19.9
31-10-1991,51.3,19.1,22.8,20.8
1/11/1991,0,,23.7,20.7
2/11/1991,0,20,26,22.4
3/11/1991,0,20,27.4,22.7
4/11/1991,,,29.4,23
5/11/1991,0,19.2,28.6,22.9
6/11/1991,0,,,21.4
7/11/1991,0,17,27,21.4
8/11/1991,,18,28.1,22.6
9/11/1991,0,19.2,,22.6
10/11/1991,0,18.7,26.8,21.9
11/11/1991,,18.6,27,21.5
12/11/1991,0,17.6,26.9,22.4
13-11-1991,0,17.7,27.5,23.1
14-11-1991,,17.4,22.4,19.9
15-11-1991,,,,18.9
16-11-1991,255,18.4,20.1,19.4
17-11-1991,36.3,18.8,22.6,20.5
18-11-1991,2,18.8,24.6,21.1
19-11-1991,0,,24.7,20.6
20-11-1991,,17.9,25.4,22.4
21-11-1991,0,17.5,24.8,21.2
22-11-1991,0,17.1,25.8,20.2
23-11-1991,0,,25.7,20.6
24-11-1991,0,15.6,,20.3
25-11-1991,0,17.2,24.4,20.4
26-11-1991,0,17,27.4,21.3
27-11-1991,0,,28,21.8
28-11-1991,0,,28.2,19
29-11-1991,0,12.2,28,20.6
30-11-1991,0,13,28.6,21.5
1/12/1991,0,,27,20.2
2/12/1991,0,15.2,25.6,20.7
3/12/1991,0,15.7,24.7,18.9
4/12/1991,0,14.8,24.6,18.9
5/12/1991,0,13.5,24.7,18.8
6/12/1991,0,13.9,25.8,19.2
7/12/1991,0,13.5,25.5,18.6
8/12/1991,0,13.3,25.6,18.3
9/12/1991,0,12.7,25.3,18.2
10/12/1991,0,14.5,25.7,20.8
11/12/1991,0,14.8,24.8,19.8
12/12/1991,0,14.8,24.6,19.8
13-12-1991,0,16.1,23.5,18.9
14-12-1991,0,15.6,,20.2
15-12-1991,0,15.2,24.8,19.5
16-12-1991,0,17.2,23.1,20
17-12-1991,0,15.9,26.6,20.8
18-12-1991,0,16.8,26.1,19.8
19-12-1991,0,15.8,27.2,20.4
20-12-1991,0,17.2,27.3,20.3
21-12-1991,,16.4,27.8,22.1
22-12-1991,0,17.3,26.4,21.2
23-12-1991,0,17.7,28.9,21.9
24-12-1991,0,,28.6,22.6
25-12-1991,0,17.5,28.3,22.1
