,Date,Minimum,Maximum,Average
1164,8/8/2016,65,70,67.5
1165,8/9/2016,60,70,65
1166,8/10/2016,50,60,55
1167,8/11/2016,50,60,55
1168,8/12/2016,50,60,55
1169,8/13/2016,50,60,55
1170,8/14/2016,50,55,52.5
1171,8/15/2016,45,55,50
1172,8/16/2016,45,55,50
1173,8/17/2016,45,55,50
1174,8/18/2016,50,60,55
1175,8/19/2016,75,80,77.5
1176,8/20/2016,55,60,57.5
1177,8/21/2016,50,60,55
1178,8/22/2016,40,50,45
1179,8/23/2016,40,50,45
1180,8/24/2016,45,50,47.5
1181,8/25/2016,50,55,52.5
1182,8/26/2016,40,50,45
1183,8/27/2016,40,48,44
1184,8/28/2016,50,60,55
1185,8/29/2016,45,55,50
1186,8/30/2016,45,55,50
1187,8/31/2016,45,55,50
1188,9/1/2016,45,55,50
1189,9/2/2016,45,55,50
1190,9/3/2016,45,52,48.5
1191,9/4/2016,45,55,50
1192,9/5/2016,45,55,50
1193,9/6/2016,40,50,45
1194,9/7/2016,40,50,45
1195,9/8/2016,35,45,40
1196,9/9/2016,35,45,40
1197,9/10/2016,38,45,41.5
1198,9/11/2016,35,45,40
1199,9/12/2016,35,45,40
1200,9/13/2016,45,55,50
1201,9/14/2016,40,50,45
1202,9/15/2016,40,45,42.5
1203,9/16/2016,45,55,50
1204,9/17/2016,45,50,47.5
1205,9/18/2016,50,60,55
1206,9/19/2016,40,50,45
1207,9/20/2016,45,55,50
1208,9/21/2016,48,55,51.5
1209,9/22/2016,40,50,45
1210,9/23/2016,40,45,42.5
1211,9/24/2016,45,50,47.5
1212,9/25/2016,45,55,50
1213,9/26/2016,50,60,55
1214,9/27/2016,45,55,50
1215,9/28/2016,45,55,50
1216,9/29/2016,45,55,50
1217,9/30/2016,50,60,55
1218,10/1/2016,50,60,55
1219,10/2/2016,60,70,65
1220,10/3/2016,65,70,67.5
1221,10/4/2016,70,80,75
1222,10/5/2016,60,70,65
1223,10/6/2016,65,75,70
1224,10/7/2016,60,70,65
1225,10/8/2016,60,70,65
1226,10/9/2016,70,75,72.5
1227,10/10/2016,65,75,70
1228,10/11/2016,80,90,85
1229,10/12/2016,60,70,65
1230,10/13/2016,55,65,60
1231,10/14/2016,50,60,55
1232,10/15/2016,50,54,52
1233,10/16/2016,55,65,60
1234,10/17/2016,65,70,67.5
1235,10/18/2016,70,80,75
1236,10/19/2016,70,80,75
1237,10/20/2016,75,80,77.5
1238,10/21/2016,70,80,75
1239,10/22/2016,50,55,52.5
1240,10/23/2016,50,60,55
1241,10/24/2016,60,70,65
1242,10/25/2016,50,60,55
1243,10/26/2016,40,50,45
1244,10/27/2016,40,50,45
1245,10/28/2016,40,50,45
1246,10/29/2016,38,45,41.5
1247,10/30/2016,35,45,40
1248,10/31/2016,40,50,45
1249,11/1/2016,40,50,45
1250,11/2/2016,35,45,40
1251,11/3/2016,35,45,40
1252,11/4/2016,35,45,40
1253,11/5/2016,30,40,35
1254,11/6/2016,30,38,34
1255,11/7/2016,30,40,35
1256,11/8/2016,30,40,35
1257,11/9/2016,30,40,35
1258,11/10/2016,30,40,35
1259,11/11/2016,35,40,37.5
1260,11/12/2016,40,48,44
1261,11/13/2016,30,40,35
1262,11/14/2016,30,40,35
1263,11/15/2016,30,40,35
1264,11/16/2016,30,40,35
1265,11/17/2016,25,35,30
1266,11/18/2016,25,35,30
1267,11/19/2016,25,30,27.5
1268,11/20/2016,25,35,30
1269,11/21/2016,25,35,30
1270,11/22/2016,25,35,30
1271,11/23/2016,30,40,35
1272,11/24/2016,25,35,30
1273,11/25/2016,30,40,35
1274,11/26/2016,35,40,37.5
1275,11/27/2016,30,40,35
1276,11/28/2016,30,40,35
1277,11/29/2016,30,40,35
1278,11/30/2016,30,40,35
1279,12/1/2016,25,35,30
1280,12/2/2016,25,35,30
1281,12/3/2016,28,35,31.5
1282,12/4/2016,25,35,30
1283,12/5/2016,25,35,30
1284,12/6/2016,25,35,30
1285,12/7/2016,30,40,35
1286,12/8/2016,30,40,35
1287,12/9/2016,30,40,35
1288,12/10/2016,35,40,37.5
1289,12/11/2016,30,40,35
1290,12/12/2016,30,40,35
1291,12/13/2016,30,40,35
1292,12/14/2016,30,35,32.5
1293,12/15/2016,30,35,32.5
1294,12/16/2016,28,35,31.5
1295,12/17/2016,30,35,32.5
1296,12/18/2016,30,40,35
1297,12/19/2016,30,40,35
1298,12/20/2016,30,40,35
1299,12/21/2016,30,40,35
1300,12/22/2016,30,40,35
1301,12/23/2016,30,35,32.5
1302,12/24/2016,28,30,29
1303,12/25/2016,25,35,30
1304,12/26/2016,25,35,30
1305,12/27/2016,20,25,22.5
1306,12/28/2016,20,30,25
1307,12/29/2016,20,30,25
1308,12/30/2016,20,25,22.5
1309,12/31/2016,20,25,22.5
1310,1/1/2017,20,30,25
1311,1/2/2017,20,30,25
1312,1/3/2017,20,30,25
1313,1/4/2017,20,30,25
1314,1/5/2017,20,30,25
1315,1/6/2017,20,30,25
1316,1/7/2017,25,30,27.5
1317,1/8/2017,20,30,25
1318,1/9/2017,20,30,25
1319,1/10/2017,20,25,22.5
1320,1/11/2017,25,30,27.5
1321,1/12/2017,20,30,25
1322,1/13/2017,20,30,25
1323,1/14/2017,20,25,22.5
1324,1/15/2017,20,30,25
1325,1/16/2017,20,30,25
1326,1/17/2017,20,30,25
1327,1/18/2017,40,50,45
1328,1/19/2017,20,30,25
1329,1/20/2017,20,25,22.5
1330,1/21/2017,25,30,27.5
1331,1/22/2017,20,30,25
1332,1/23/2017,20,30,25
1333,1/24/2017,20,30,25
1334,1/25/2017,20,30,25
1335,1/26/2017,15,25,20
1336,1/27/2017,15,20,17.5
1337,1/28/2017,20,25,22.5
1338,1/29/2017,20,25,22.5
1339,1/30/2017,18,24,21
1340,1/31/2017,15,25,20
1341,2/1/2017,15,25,20
1342,2/2/2017,15,25,20
1343,2/3/2017,15,25,20
1344,2/4/2017,15,24,19.5
1345,2/5/2017,10,20,15
1346,2/6/2017,10,20,15
1347,2/7/2017,10,20,15
1348,2/8/2017,15,25,20
1349,2/9/2017,15,20,17.5
1350,2/10/2017,15,20,17.5
1351,2/11/2017,15,20,17.5
1352,2/12/2017,15,20,17.5
1353,2/13/2017,15,20,17.5
1354,2/14/2017,15,20,17.5
1355,2/15/2017,15,20,17.5
1356,2/16/2017,15,20,17.5
1357,2/17/2017,15,20,17.5
1358,2/18/2017,15,20,17.5
1359,2/19/2017,15,20,17.5
1360,2/20/2017,15,20,17.5
1361,2/21/2017,15,20,17.5
1362,2/22/2017,15,20,17.5
1363,2/23/2017,15,20,17.5
1364,2/24/2017,14.62962963,21.07407407,17.85185185
1365,2/25/2017,15,20,17.5
1366,2/26/2017,15,20,17.5
1367,2/27/2017,15,20,17.5
1368,2/28/2017,20,25,22.5
1369,3/1/2017,20,25,22.5
1370,3/2/2017,20,25,22.5
1371,3/3/2017,26.27586207,31.27586207,28.77586207
1372,3/4/2017,20,25,22.5
1373,3/5/2017,25,30,27.5
1374,3/6/2017,24,30,27
1375,3/7/2017,25,30,27.5
1376,3/8/2017,25,30,27.5
1377,3/9/2017,25,30,27.5
1378,3/10/2017,25,30,27.5
1379,3/11/2017,25,30,27.5
1380,3/12/2017,26.27586207,31.27586207,28.77586207
1381,3/13/2017,30,35,32.5
1382,3/14/2017,30,35,32.5
1383,3/15/2017,30,35,32.5
1384,3/16/2017,25,30,27.5
1385,3/17/2017,25,30,27.5
1386,3/18/2017,28,32,30
1387,3/19/2017,25,30,27.5
1388,3/20/2017,25,30,27.5
1389,3/21/2017,25,30,27.5
1390,3/22/2017,25,30,27.5
1391,3/23/2017,25,30,27.5
1392,3/24/2017,25,30,27.5
1393,3/25/2017,25,30,27.5
1394,3/26/2017,25,30,27.5
1395,3/27/2017,30,35,32.5
1396,3/28/2017,35,40,37.5
1397,3/29/2017,35,40,37.5
1398,3/30/2017,30,35,32.5
1399,3/31/2017,30,35,32.5
1400,4/1/2017,30,35,32.5
1401,4/2/2017,25,30,27.5
1402,4/3/2017,30,35,32.5
1403,4/4/2017,30,35,32.5
1404,4/5/2017,30,35,32.5
1405,4/6/2017,30,35,32.5
1406,4/7/2017,30,35,32.5
1407,4/8/2017,30,35,32.5
1408,4/9/2017,30,35,32.5
1409,4/10/2017,25,30,27.5
1410,4/11/2017,20,28,24
1411,4/12/2017,20,28,24
1412,4/13/2017,24,30,27
1413,4/14/2017,30,40,35
1414,4/15/2017,30,35,32.5
1415,4/16/2017,30,35,32.5
1416,4/17/2017,30,35,32.5
1417,4/18/2017,30,35,32.5
1418,4/19/2017,30,35,32.5
1419,4/20/2017,30,35,32.5
1420,4/21/2017,25,30,27.5
1421,4/22/2017,30,35,32.5
1422,4/23/2017,30,35,32.5
1423,4/24/2017,30,35,32.5
1424,4/25/2017,25,30,27.5
1425,4/26/2017,25,30,27.5
1426,4/27/2017,25,30,27.5
1427,4/28/2017,25,30,27.5
1428,4/29/2017,25,30,27.5
1429,4/30/2017,25,30,27.5
1430,5/1/2017,25,30,27.5
1431,5/2/2017,25,30,27.5
1432,5/3/2017,30,35,32.5
1433,5/4/2017,25,30,27.5
1434,5/5/2017,25,30,27.5
1435,5/6/2017,25,30,27.5
1436,5/7/2017,25,30,27.5
1437,5/8/2017,25,30,27.5
1438,5/9/2017,25,30,27.5
1439,5/10/2017,30,35,32.5
1440,5/11/2017,35,40,37.5
1441,5/12/2017,40,50,45
1442,5/13/2017,35,45,40
1443,5/14/2017,32.33333333,38.16666667,35.25
1444,5/15/2017,35,45,40
1445,5/16/2017,40,50,45
1446,5/17/2017,40,50,45
1447,5/18/2017,40,45,42.5
1448,5/19/2017,45,50,47.5
1449,5/20/2017,45,50,47.5
1450,5/21/2017,30,35,32.5
1451,5/22/2017,30,35,32.5
1452,5/23/2017,30,35,32.5
1453,5/24/2017,30,35,32.5
1454,5/25/2017,30,35,32.5
1455,5/26/2017,30,35,32.5
1456,5/27/2017,30,35,32.5
1457,5/28/2017,30,35,32.5
1458,5/29/2017,45,50,47.5
1459,5/30/2017,30,35,32.5
1460,5/31/2017,40,45,42.5
1461,6/1/2017,40,45,42.5
1462,6/2/2017,30,35,32.5
1463,6/3/2017,30,38,34
1464,6/4/2017,45,50,47.5
1465,6/5/2017,50,55,52.5
1466,6/6/2017,55,60,57.5
1467,6/7/2017,60,65,62.5
1468,6/8/2017,50,55,52.5
1469,6/9/2017,50,55,52.5
1470,6/10/2017,45,50,47.5
1471,6/11/2017,45,50,47.5
1472,6/12/2017,45,50,47.5
1473,6/13/2017,45,50,47.5
1474,6/14/2017,40,45,42.5
1475,6/15/2017,40,45,42.5
1476,6/16/2017,40,45,42.5
1477,6/17/2017,40,45,42.5
1478,6/18/2017,35,40,37.5
1479,6/19/2017,35,40,37.5
1480,6/20/2017,30,36,33
1481,6/21/2017,30,35,32.5
1482,6/22/2017,30,35,32.5
1483,6/23/2017,30,35,32.5
1484,6/24/2017,30,35,32.5
1485,6/25/2017,30,35,32.5
1486,6/26/2017,30,35,32.5
1487,6/27/2017,30,35,32.5
1488,6/28/2017,25,30,27.5
1489,6/29/2017,25,30,27.5
1490,6/30/2017,25,30,27.5
1491,7/1/2017,25,30,27.5
1492,7/2/2017,25,30,27.5
1493,7/3/2017,24,28,26
1494,7/4/2017,20,25,22.5
1495,7/5/2017,20,25,22.5
1496,7/6/2017,20,25,22.5
1497,7/7/2017,20,25,22.5
1498,7/8/2017,20,25,22.5
1499,7/9/2017,20,25,22.5
1500,7/10/2017,20,25,22.5
1501,7/11/2017,20,25,22.5
1502,7/12/2017,24,30,27
1503,7/13/2017,28,32,30
1504,7/14/2017,30,35,32.5
1505,7/15/2017,27,33,30
1506,7/16/2017,27,35,31
1507,7/17/2017,30,35,32.5
1508,7/18/2017,35,40,37.5
1509,7/19/2017,35,40,37.5
1510,7/20/2017,30,35,32.5
1511,7/21/2017,30,35,32.5
1512,7/22/2017,30,35,32.5
1513,7/23/2017,30,35,32.5
1514,7/24/2017,30,35,32.5
1515,7/25/2017,30,35,32.5
1516,7/26/2017,30,35,32.5
1517,7/27/2017,45,50,47.5
1518,7/28/2017,45,50,47.5
1519,7/29/2017,45,50,47.5
1520,7/30/2017,45,50,47.5
1521,7/31/2017,45,50,47.5
1522,8/1/2017,40,50,45
1523,8/2/2017,40,50,45
1524,8/3/2017,40,45,42.5
1525,8/4/2017,40,50,45
1526,8/5/2017,40,50,45
1527,8/6/2017,40,50,45
1528,8/7/2017,40,50,45
1529,8/8/2017,50,55,52.5
1530,8/9/2017,45,50,47.5
1531,8/10/2017,45,50,47.5
1532,8/11/2017,50,55,52.5
1533,8/12/2017,50,55,52.5
1534,8/13/2017,60,65,62.5
1535,8/14/2017,70,75,72.5
1536,8/15/2017,60,65,62.5
1537,8/16/2017,70,75,72.5
1538,8/17/2017,70,80,75
1539,8/18/2017,75,80,77.5
1540,8/19/2017,75,80,77.5
1541,8/20/2017,75,80,77.5
1542,8/21/2017,70,75,72.5
1543,8/22/2017,70,75,72.5
1544,8/23/2017,65,70,67.5
1545,8/24/2017,50,55,52.5
1546,8/25/2017,50,55,52.5
1547,8/26/2017,50,55,52.5
1548,8/27/2017,40,45,42.5
1549,8/28/2017,38,43,40.5
1550,8/29/2017,38,43,40.5
1551,8/30/2017,35,40,37.5
1552,8/31/2017,35,40,37.5
1553,9/1/2017,30,35,32.5
1554,9/2/2017,30,35,32.5
1555,9/3/2017,32,35,33.5
1556,9/4/2017,45,50,47.5
1557,9/5/2017,45,50,47.5
1558,9/6/2017,45,50,47.5
1559,9/7/2017,45,50,47.5
1560,9/8/2017,45,50,47.5
1561,9/9/2017,45,50,47.5
1562,9/10/2017,45,50,47.5
1563,9/11/2017,45,50,47.5
1564,9/12/2017,35,40,37.5
1565,9/13/2017,35,40,37.5
1566,9/14/2017,35,40,37.5
1567,9/15/2017,35,45,40
1568,9/16/2017,35,40,37.5
1569,9/17/2017,35,40,37.5
1570,9/18/2017,40,45,42.5
1571,9/19/2017,45.4137931,51.37931034,48.39655172
1572,9/20/2017,45,50,47.5
1573,9/21/2017,60,70,65
1574,9/22/2017,65,75,70
1575,9/23/2017,70,80,75
1576,9/24/2017,60,65,62.5
1577,9/25/2017,55,65,60
1578,9/26/2017,55,60,57.5
1579,9/27/2017,55,60,57.5
1580,9/28/2017,55,65,60
1581,9/29/2017,50,55,52.5
1582,9/30/2017,45,50,47.5
1583,10/1/2017,35,40,37.5
1584,10/2/2017,25,30,27.5
1585,10/3/2017,20,25,22.5
1586,10/4/2017,20,25,22.5
1587,10/5/2017,20,25,22.5
1588,10/6/2017,23,26,24.5
1589,10/7/2017,23,26,24.5
1590,10/8/2017,30,35,32.5
1591,10/9/2017,45,55,50
1592,10/10/2017,48,55,51.5
1593,10/11/2017,58,65,61.5
1594,10/12/2017,55,60,57.5
1595,10/13/2017,55,60,57.5
1596,10/14/2017,65,70,67.5
1597,10/15/2017,52,60,56
1598,10/16/2017,50,55,52.5
1599,10/17/2017,45,55,50
1600,10/18/2017,55,60,57.5
1601,10/19/2017,55,60,57.5
1602,10/20/2017,45,50,47.5
1603,10/21/2017,65,70,67.5
1604,10/22/2017,75,80,77.5
1605,10/23/2017,58,62,60
1606,10/24/2017,53,58,55.5
1607,10/25/2017,45,50,47.5
1608,10/26/2017,45,50,47.5
1609,10/27/2017,70,75,72.5
1610,10/28/2017,70,75,72.5
1611,10/29/2017,65,70,67.5
1612,10/30/2017,70,75,72.5
1613,10/31/2017,70,75,72.5
1614,11/1/2017,95,100,97.5
1615,11/2/2017,90,95,92.5
1616,11/3/2017,85,90,87.5
1617,11/4/2017,70,78,74
1618,11/5/2017,80,85,82.5
1619,11/6/2017,70,75,72.5
1620,11/7/2017,75,80,77.5
1621,11/8/2017,80,85,82.5
1622,11/9/2017,75,80,77.5
1623,11/10/2017,75,80,77.5
1624,11/11/2017,68,73,70.5
1625,11/12/2017,75,80,77.5
1626,11/13/2017,65,70,67.5
1627,11/14/2017,75,80,77.5
1628,11/15/2017,70,75,72.5
1629,11/16/2017,60,65,62.5
1630,11/17/2017,60,65,62.5
1631,11/18/2017,65,70,67.5
1632,11/19/2017,50,60,55
1633,11/20/2017,45,50,47.5
1634,11/21/2017,45,50,47.5
1635,11/22/2017,50,55,52.5
1636,11/23/2017,55,60,57.5
1637,11/24/2017,60,65,62.5
1638,11/25/2017,52,58,55
1639,11/26/2017,55,60,57.5
1640,11/27/2017,65,70,67.5
1641,11/28/2017,60,65,62.5
1642,11/29/2017,50,55,52.5
1643,11/30/2017,55,60,57.5
1644,12/1/2017,55,60,57.5
1645,12/2/2017,55,60,57.5
1646,12/3/2017,60,70,65
1647,12/4/2017,70,75,72.5
1648,12/5/2017,80,85,82.5
1649,12/6/2017,70,75,72.5
1650,12/7/2017,47.29166667,52.5,49.89583333
1651,12/8/2017,75,80,77.5
1652,12/9/2017,75,80,77.5
1653,12/10/2017,65,70,67.5
1654,12/11/2017,65,70,67.5
1655,12/12/2017,65,70,67.5
1656,12/13/2017,55,60,57.5
1657,12/14/2017,45,50,47.5
1658,12/15/2017,40,45,42.5
1659,12/16/2017,35,40,37.5
1660,12/17/2017,35,40,37.5
1661,12/18/2017,30,35,32.5
1662,12/19/2017,25,30,27.5
1663,12/20/2017,25,30,27.5
1664,12/21/2017,47.29166667,52.5,49.89583333
1665,12/22/2017,47.29166667,52.5,49.89583333
1666,12/23/2017,47.29166667,52.5,49.89583333
1667,12/24/2017,47.29166667,52.5,49.89583333
1668,12/25/2017,47.29166667,52.5,49.89583333
1669,12/26/2017,47.29166667,52.5,49.89583333
1670,12/27/2017,25,30,27.5
1671,12/28/2017,25,30,27.5
1672,12/29/2017,20,25,22.5
1673,12/30/2017,20,25,22.5
1674,12/31/2017,20,25,22.5
1675,1/1/2018,20,25,22.5
1676,1/2/2018,25,30,27.5
1677,1/3/2018,25,30,27.5
1678,1/4/2018,25,30,27.5
1679,1/5/2018,30,35,32.5
1680,1/6/2018,35,40,37.5
1681,1/7/2018,25,30,27.5
1682,1/8/2018,30,35,32.5
1683,1/9/2018,30,35,32.5
1684,1/10/2018,30,35,32.5
1685,1/11/2018,30,35,32.5
1686,1/12/2018,40,45,42.5
1687,1/13/2018,45,50,47.5
1688,1/14/2018,45,50,47.5
1689,1/15/2018,27.56666667,32.43333333,30
1690,1/16/2018,35,40,37.5
1691,1/17/2018,40,45,42.5
1692,1/18/2018,35,40,37.5
1693,1/19/2018,35,40,37.5
1694,1/20/2018,38,43,40.5
1695,1/21/2018,30,35,32.5
1696,1/22/2018,25,30,27.5
1697,1/23/2018,20,25,22.5
1698,1/24/2018,20,25,22.5
1699,1/25/2018,20,25,22.5
1700,1/26/2018,18,20,19
1701,1/27/2018,15,20,17.5
1702,1/28/2018,16,20,18
1703,1/29/2018,15,20,17.5
1704,1/30/2018,15,20,17.5
1705,1/31/2018,15,20,17.5
1706,2/1/2018,15,20,17.5
1707,2/2/2018,12,15,13.5
1708,2/3/2018,12,16,14
1709,2/4/2018,20,25,22.5
1710,2/5/2018,25,30,27.5
1711,2/6/2018,25,30,27.5
1712,2/7/2018,18,20,19
1713,2/8/2018,18,20,19
1714,2/9/2018,18,22,20
1715,2/10/2018,18,20,19
1716,2/11/2018,15,20,17.5
1717,2/12/2018,15,20,17.5
1718,2/13/2018,15,20,17.5
1719,2/14/2018,20,25,22.5
1720,2/15/2018,20,25,22.5
1721,2/16/2018,25,30,27.5
1722,2/17/2018,20,25,22.5
1723,2/18/2018,25,30,27.5
1724,2/19/2018,25,28,26.5
1725,2/20/2018,25,30,27.5
1726,2/21/2018,25,30,27.5
1727,2/22/2018,20,25,22.5
1728,2/23/2018,20,25,22.5
1729,2/24/2018,20,25,22.5
1730,2/25/2018,25,30,27.5
1731,2/26/2018,30,35,32.5
1732,2/27/2018,30,35,32.5
1733,2/28/2018,30,35,32.5
1734,3/1/2018,35,40,37.5
1735,3/2/2018,33,36,34.5
1736,3/3/2018,30,35,32.5
1737,3/4/2018,34.03333333,39.16666667,36.6
1738,3/5/2018,30,35,32.5
1739,3/6/2018,33,36,34.5
1740,3/7/2018,30,35,32.5
1741,3/8/2018,30,35,32.5
1742,3/9/2018,30,35,32.5
1743,3/10/2018,40,50,45
1744,3/11/2018,25,30,27.5
1745,3/12/2018,25,30,27.5
1746,3/13/2018,25,30,27.5
1747,3/14/2018,25,30,27.5
1748,3/15/2018,25,30,27.5
1749,3/16/2018,25,30,27.5
1750,3/17/2018,25,30,27.5
1751,3/18/2018,45,50,47.5
1752,3/19/2018,50,55,52.5
1753,3/20/2018,50,55,52.5
1754,3/21/2018,50,55,52.5
1755,3/22/2018,50,55,52.5
1756,3/23/2018,50,55,52.5
1757,3/24/2018,40,48,44
1758,3/25/2018,40,45,42.5
1759,3/26/2018,30,35,32.5
1760,3/27/2018,30,35,32.5
1761,3/28/2018,30,35,32.5
1762,3/29/2018,30,35,32.5
1763,3/30/2018,30,35,32.5
1764,3/31/2018,30,35,32.5
1765,4/1/2018,35,40,37.5
1766,4/2/2018,40,45,42.5
1767,4/3/2018,40,45,42.5
1768,4/4/2018,35,40,37.5
1769,4/5/2018,35,40,37.5
1770,4/6/2018,30,35,32.5
1771,4/7/2018,24,30,27
1772,4/8/2018,28,33,30.5
1773,4/9/2018,25,30,27.5
1774,4/10/2018,25,30,27.5
1775,4/11/2018,23,26,24.5
1776,4/12/2018,28,33,30.5
1777,4/13/2018,35,40,37.5
1778,4/14/2018,30,35,32.5
1779,4/15/2018,35,40,37.5
1780,4/16/2018,28,33,30.5
1781,4/17/2018,25,30,27.5
1782,4/18/2018,20,25,22.5
1783,4/19/2018,20,25,22.5
1784,4/20/2018,25,30,27.5
1785,4/21/2018,26,33,29.5
1786,4/22/2018,28,33,30.5
1787,4/23/2018,20,25,22.5
1788,4/24/2018,20,25,22.5
1789,4/25/2018,20,25,22.5
1790,4/26/2018,20,25,22.5
1791,4/27/2018,20,25,22.5
1792,4/28/2018,22,26,24
1793,4/29/2018,20,25,22.5
1794,4/30/2018,25,30,27.5
1795,5/1/2018,25,30,27.5
1796,5/2/2018,30,35,32.5
1797,5/3/2018,25,30,27.5
1798,5/4/2018,25,30,27.5
1799,5/5/2018,20,25,22.5
1800,5/6/2018,20,25,22.5
1801,5/7/2018,20,25,22.5
1802,5/8/2018,20,25,22.5
1803,5/9/2018,20,25,22.5
1804,5/10/2018,20,25,22.5
1805,5/11/2018,20,25,22.5
1806,5/12/2018,20,25,22.5
1807,5/13/2018,40,45,42.5
1808,5/14/2018,40,45,42.5
1809,5/15/2018,40,45,42.5
1810,5/16/2018,35,40,37.5
1811,5/17/2018,35,40,37.5
1812,5/18/2018,25,30,27.5
1813,5/19/2018,20,25,22.5
1814,5/20/2018,25,30,27.5
1815,5/21/2018,25,30,27.5
1816,5/22/2018,25,30,27.5
1817,5/23/2018,25,30,27.5
1818,5/24/2018,40,45,42.5
1819,5/25/2018,40,45,42.5
1820,5/26/2018,35,40,37.5
1821,5/27/2018,35,40,37.5
1822,5/28/2018,40,45,42.5
1823,5/29/2018,40,45,42.5
1824,5/30/2018,44,50,47
1825,5/31/2018,40,45,42.5
1826,6/1/2018,35,40,37.5
1827,6/2/2018,30,35,32.5
1828,6/3/2018,40,45,42.5
1829,6/4/2018,35,40,37.5
1830,6/5/2018,35,40,37.5
1831,6/6/2018,35,40,37.5
1832,6/7/2018,35,40,37.5
1833,6/8/2018,35,40,37.5
1834,6/9/2018,40,48,44
1835,6/10/2018,40,45,42.5
1836,6/11/2018,40,45,42.5
1837,6/12/2018,40,45,42.5
1838,6/13/2018,30,38,34
1839,6/14/2018,30,35,32.5
1840,6/15/2018,30,35,32.5
1841,6/16/2018,35,40,37.5
1842,6/17/2018,30,35,32.5
1843,6/18/2018,35,40,37.5
1844,6/19/2018,25,30,27.5
1845,6/20/2018,30,38,34
1846,6/21/2018,35,40,37.5
1847,6/22/2018,45,50,47.5
1848,6/23/2018,40,45,42.5
1849,6/24/2018,30,35,32.5
1850,6/25/2018,35,40,37.5
1851,6/26/2018,30,35,32.5
1852,6/27/2018,28,33,30.5
1853,6/28/2018,20,25,22.5
1854,6/29/2018,18,20,19
1855,6/30/2018,18,20,19
1856,7/1/2018,18,22,20
1857,7/2/2018,15,20,17.5
1858,7/3/2018,18,22,20
1859,7/4/2018,18,20,19
1860,7/5/2018,18,20,19
1861,7/6/2018,15,20,17.5
1862,7/7/2018,20,25,22.5
1863,7/8/2018,18,20,19
1864,7/9/2018,25,30,27.5
1865,7/10/2018,25,30,27.5
1866,7/11/2018,25,30,27.5
1867,7/12/2018,18,22,20
1868,7/13/2018,15,20,17.5
1869,7/14/2018,15,20,17.5
1870,7/15/2018,12,17,14.5
1871,7/16/2018,15,20,17.5
1872,7/17/2018,20,25,22.5
1873,7/18/2018,20,25,22.5
1874,7/19/2018,20,25,22.5
1875,7/20/2018,15,20,17.5
1876,7/21/2018,15,20,17.5
1877,7/22/2018,15,20,17.5
1878,7/23/2018,15,20,17.5
1879,7/24/2018,15,20,17.5
1880,7/25/2018,15,20,17.5
1881,7/26/2018,15,20,17.5
1882,7/27/2018,15,20,17.5
1883,7/28/2018,18,25,21.5
1884,7/29/2018,19,23,21
1885,7/30/2018,20,25,22.5
1886,7/31/2018,25,30,27.5
1887,8/1/2018,20,25,22.5
1888,8/2/2018,20,25,22.5
1889,8/3/2018,20,25,22.5
1890,8/4/2018,20,25,22.5
1891,8/5/2018,25,30,27.5
1892,8/6/2018,33,36,34.5
1893,8/7/2018,30,35,32.5
1894,8/8/2018,33,35,34
1895,8/9/2018,35,40,37.5
1896,8/10/2018,43,47,45
1897,8/11/2018,45,50,47.5
1898,8/12/2018,38,40,39
1899,8/13/2018,33,36,34.5
1900,8/14/2018,30,35,32.5
1901,8/15/2018,30,35,32.5
1902,8/16/2018,25,30,27.5
1903,8/17/2018,20,25,22.5
1904,8/18/2018,25,30,27.5
1905,8/19/2018,20,25,22.5
1906,8/20/2018,25,30,27.5
1907,8/21/2018,25,30,27.5
1908,8/22/2018,25,30,27.5
1909,8/23/2018,20,25,22.5
1910,8/24/2018,20,25,22.5
1911,8/25/2018,20,25,22.5
1912,8/26/2018,15,20,17.5
1913,8/27/2018,18,25,21.5
1914,8/28/2018,20,25,22.5
1915,8/29/2018,25,30,27.5
1916,8/30/2018,30,35,32.5
1917,8/31/2018,33,36,34.5
1918,9/1/2018,35,40,37.5
1919,9/2/2018,40,45,42.5
1920,9/3/2018,43,47,45
1921,9/4/2018,40,45,42.5
1922,9/5/2018,40,47,43.5
1923,9/6/2018,40,45,42.5
1924,9/7/2018,40,45,42.5
1925,9/8/2018,45,50,47.5
1926,9/9/2018,45,50,47.5
1927,9/10/2018,50,53,51.5
1928,9/11/2018,45,50,47.5
1929,9/12/2018,35,40,37.5
1930,9/13/2018,35,40,37.5
1931,9/14/2018,30,35,32.5
1932,9/15/2018,30,35,32.5
1933,9/16/2018,30,34,32
1934,9/17/2018,30,35,32.5
1935,9/18/2018,50,55,52.5
1936,9/19/2018,45,50,47.5
1937,9/20/2018,45,50,47.5
1938,9/21/2018,40,45,42.5
1939,9/22/2018,43,48,45.5
1940,9/23/2018,48,52,50
1941,9/24/2018,40,45,42.5
1942,9/25/2018,40,45,42.5
1943,9/26/2018,38,43,40.5
1944,9/27/2018,35,40,37.5
1945,9/28/2018,35,43,39
1946,9/29/2018,40,45,42.5
1947,9/30/2018,45,50,47.5
1948,10/1/2018,43,48,45.5
1949,10/2/2018,46,52,49
1950,10/3/2018,48,53,50.5
1951,10/4/2018,50,55,52.5
1952,10/5/2018,58,66,62
1953,10/6/2018,60,67,63.5
1954,10/7/2018,70,80,75
1955,10/8/2018,60,70,65
1956,10/9/2018,60,68,64
1957,10/10/2018,65,70,67.5
