Date,Minimum,Maximum,Average
2019-09-20,30,40,35
2019-09-21,35,40,37.5
2019-09-22,40,50,45
2019-09-23,50,57,53.5
2019-09-24,50,55,52.5
2019-09-25,40,50,45
2019-09-26,35,40,37.5
2019-09-27,30,40,35
2019-09-28,30,35,32.5
2019-09-29,35,40,37.5
2019-09-30,35,40,37.5
2019-10-01,35,40,37.5
2019-10-02,35,45,40
2019-10-03,40,45,42.5
2019-10-04,45,50,47.5
2019-10-05,45,50,47.5
2019-10-06,55,60,57.5
2019-10-08,65,70,67.5
2019-10-09,70,75,72.5
2019-10-10,35,40,37.5
2019-10-11,30,35,32.5
2019-10-12,30,35,32.5
2019-10-13,25,30,27.5
2019-10-14,30,35,32.5
2019-10-15,33,38,35.5
2019-10-16,38,45,41.5
2019-10-17,40,45,42.5
2019-10-18,45,50,47.5
2019-10-19,40,45,42.5
2019-10-20,48,53,50.5
2019-10-21,50,55,52.5
2019-10-22,50,60,55
2019-10-23,50,55,52.5
2019-10-24,55,60,57.5
2019-10-25,65,75,70
2019-10-26,75,80,77.5
2019-10-27,80,90,85
2019-10-28,60,70,65
2019-10-29,80,90,85
2019-10-30,115,120,117.5
2019-10-31,80,90,85
2019-11-01,80,90,85
2019-11-02,60,70,65
2019-11-03,60,65,62.5
2019-11-04,80,90,85
2019-11-05,85,90,87.5
2019-11-06,80,90,85
2019-11-07,70,80,75
2019-11-08,60,70,65
2019-11-09,60,70,65
2019-11-10,55,65,60
2019-11-11,45,55,50
2019-11-12,40,50,45
2019-11-13,35,45,40
2019-11-14,35,45,40
2019-11-15,35,45,40
2019-11-16,35,40,37.5
2019-11-17,35,40,37.5
2019-11-18,30,35,32.5
2019-11-19,30,40,35
2019-11-20,30,35,32.5
2019-11-21,30,40,35
2019-11-22,30,35,32.5
2019-11-23,30,40,35
2019-11-24,30,35,32.5
2019-11-25,25,35,30
2019-11-26,25,30,27.5
2019-11-27,20,30,25
2019-11-28,20,25,22.5
2019-11-29,20,28,24
2019-11-30,22,30,26
2019-12-01,30,35,32.5
2019-12-02,30,35,32.5
2019-12-03,30,35,32.5
2019-12-04,30,35,32.5
2019-12-05,35,45,40
2019-12-06,45,50,47.5
2019-12-07,45,50,47.5
2019-12-08,40,45,42.5
2019-12-09,40,50,45
2019-12-10,40,50,45
2019-12-11,35,45,40
2019-12-12,35,40,37.5
2019-12-13,38,45,41.5
2019-12-14,40,50,45
2019-12-15,50,55,52.5
2019-12-16,35,45,40
2019-12-17,30,40,35
2019-12-18,35,40,37.5
2019-12-19,20,30,25
2019-12-20,20,30,25
2019-12-21,20,25,22.5
2019-12-22,30,40,35
2019-12-23,35,40,37.5
2019-12-24,20,30,25
2019-12-25,20,30,25
2019-12-26,30,35,32.5
2019-12-27,20,30,25
2019-12-28,25,30,27.5
2019-12-29,25,30,27.5
2019-12-30,25,30,27.5
2019-12-31,40,45,42.5
2020-01-01,35,45,40
2020-01-02,40,50,45
2020-01-03,43,50,46.5
2020-01-04,45,55,50
2020-01-05,40,50,45
2020-01-06,40,50,45
2020-01-07,35,40,37.5
2020-01-08,35,40,37.5
2020-01-09,20,30,25
2020-01-10,25,35,30
2020-01-11,20,25,22.5
2020-01-12,25,30,27.5
2020-01-13,40,45,42.5
2020-01-14,35,40,37.5
2020-01-15,30,35,32.5
2020-01-16,20,30,25
2020-01-17,20,30,25
2020-01-18,25,30,27.5
2020-01-19,25,30,27.5
2020-01-20,25,30,27.5
2020-01-21,20,25,22.5
2020-01-22,20,30,25
2020-01-23,20,25,22.5
2020-01-24,14,20,17
2020-01-25,15,20,17.5
2020-01-26,20,25,22.5
2020-01-27,25,30,27.5
2020-01-28,15,25,20
2020-01-29,15,25,20
2020-01-30,15,25,20
2020-01-31,20,25,22.5
2020-02-01,15,20,17.5
2020-02-02,15,25,20
2020-02-03,15,20,17.5
2020-02-04,15,20,17.5
2020-02-05,22,25,23.5
2020-02-06,15,20,17.5
2020-02-07,15,20,17.5
2020-02-08,15,20,17.5
2020-02-09,15,20,17.5
2020-02-10,12,20,16
2020-02-11,10,15,12.5
2020-02-12,10,15,12.5
2020-02-13,10,15,12.5
2020-02-14,20,25,22.5
2020-02-15,20,25,22.5
2020-02-16,20,25,22.5
2020-02-17,20,25,22.5
2020-02-18,20,25,22.5
2020-02-19,14,20,17
2020-02-20,15,20,17.5
2020-02-21,12,20,16
2020-02-22,10,15,12.5
2020-02-23,15,20,17.5
2020-02-24,15,20,17.5
2020-02-25,15,20,17.5
2020-02-26,15,20,17.5
2020-02-27,20,25,22.5
2020-02-28,10,15,12.5
2020-02-29,12,20,16
2020-03-01,30,40,35
2020-03-02,25,30,27.5
2020-03-04,25,30,27.5
2020-03-05,25,30,27.5
2020-03-06,30,35,32.5
2020-03-07,40,45,42.5
2020-03-08,30,35,32.5
2020-03-09,25,30,27.5
2020-03-10,25,30,27.5
2020-03-11,25,30,27.5
2020-03-12,25,30,27.5
2020-03-13,30,35,32.5
2020-03-14,30,35,32.5
2020-03-15,35,40,37.5
2020-03-16,35,40,37.5
2020-03-17,35,40,37.5
2020-03-18,35,40,37.5
2020-03-19,35,40,37.5
2020-03-20,35,40,37.5
2020-03-21,35,40,37.5
2020-03-22,50,55,52.5
2020-03-23,55,60,57.5
2020-03-25,50,60,55
2020-03-26,75,80,77.5
2020-03-27,65,70,67.5
2020-03-28,65,70,67.5
2020-03-29,75,80,77.5
2020-03-30,80,85,82.5
2020-03-31,55,60,57.5
2020-04-01,45,50,47.5
2020-04-02,45,50,47.5
2020-04-03,35,40,37.5
2020-04-04,35,40,37.5
2020-04-05,35,40,37.5
2020-04-06,35,40,37.5
2020-04-07,45,50,47.5
2020-04-08,45,50,47.5
2020-04-22,20,25,22.5
2020-04-23,15,20,17.5
2020-04-24,20,25,22.5
2020-04-25,20,25,22.5
2020-04-26,20,25,22.5
2020-04-27,20,25,22.5
2020-04-28,20,25,22.5
2020-04-29,20,25,22.5
2020-04-30,20,25,22.5
2020-05-01,20,25,22.5
2020-05-02,20,25,22.5
2020-05-03,25,30,27.5
2020-05-04,25,30,27.5
2020-05-05,25,30,27.5
2020-05-06,30,35,32.5
2020-05-07,25,30,27.5
2020-05-08,25,30,27.5
2020-05-09,25,30,27.5
2020-05-10,30,35,32.5
2020-05-11,35,40,37.5
2020-05-12,35,40,37.5
2020-05-13,35,40,37.5
2020-05-14,35,40,37.5
2020-05-15,30,35,32.5
2020-05-16,30,35,32.5
2020-05-17,45,50,47.5
2020-05-18,40,45,42.5
2020-05-19,25,35,30
2020-05-20,30,35,32.5
2020-05-22,20,25,22.5
2020-05-23,15,20,17.5
2020-05-24,15,20,17.5
2020-05-25,15,20,17.5
2020-05-26,15,20,17.5
2020-05-27,15,20,17.5
2020-05-28,20,25,22.5
2020-05-29,20,25,22.5
2020-05-30,15,20,17.5
2020-05-31,10,15,12.5
2020-06-01,15,20,17.5
2020-06-02,10,15,12.5
2020-06-03,15,20,17.5
2020-06-04,15,20,17.5
2020-06-05,25,30,27.5
2020-06-06,35,40,37.5
2020-06-07,25,30,27.5
2020-06-08,30,35,32.5
2020-06-09,25,30,27.5
2020-06-10,25,30,27.5
2020-06-11,25,30,27.5
2020-06-12,25,30,27.5
2020-06-13,20,25,22.5
2020-06-14,25,30,27.5
2020-06-15,25,30,27.5
2020-06-16,25,30,27.5
2020-06-17,20,25,22.5
2020-06-18,22,25,23.5
2020-06-19,15,20,17.5
2020-06-20,15,20,17.5
2020-06-21,15,20,17.5
2020-06-22,15,20,17.5
2020-06-23,15,20,17.5
2020-06-24,15,20,17.5
2020-06-25,15,20,17.5
2020-06-26,25,30,27.5
2020-06-27,25,30,27.5
2020-06-28,25,30,27.5
2020-06-29,20,25,22.5
2020-06-30,20,25,22.5
2020-07-01,15,20,17.5
2020-07-02,10,15,12.5
2020-07-03,10,15,12.5
2020-07-04,10,15,12.5
2020-07-05,15,20,17.5
2020-07-06,15,20,17.5
2020-07-07,15,20,17.5
2020-07-08,15,20,17.5
2020-07-09,12,18,15
2020-07-10,12,18,15
2020-07-11,10,15,12.5
2020-07-13,10,15,12.5
2020-07-14,10,15,12.5
2020-07-15,10,15,12.5
2020-07-16,10,15,12.5
2020-07-17,12,18,15
2020-07-18,13,18,15.5
2020-07-19,12,18,15
2020-07-20,12,18,15
2020-07-21,15,20,17.5
2020-07-22,15,20,17.5
2020-07-23,15,20,17.5
2020-07-24,18,22,20
2020-07-25,25,30,27.5
2020-07-26,28,35,31.5
2020-07-27,35,40,37.5
2020-07-28,40,50,45
2020-07-29,40,45,42.5
2020-07-30,45,50,47.5
2020-07-31,45,50,47.5
2020-08-01,40,45,42.5
2020-08-02,40,45,42.5
2020-08-03,45,50,47.5
2020-08-04,40,45,42.5
2020-08-05,40,45,42.5
2020-08-06,40,45,42.5
2020-08-07,35,40,37.5
2020-08-08,35,40,37.5
2020-08-09,34,40,37
2020-08-10,30,35,32.5
2020-08-11,28,33,30.5
2020-08-12,25,30,27.5
2020-08-13,25,30,27.5
2020-08-14,25,30,27.5
2020-08-15,25,30,27.5
2020-08-16,25,30,27.5
2020-08-17,35,40,37.5
2020-08-18,45,50,47.5
2020-08-19,55,60,57.5
2020-08-20,65,70,67.5
2020-08-21,60,65,62.5
2020-08-22,60,65,62.5
2020-08-23,60,65,62.5
2020-08-24,50,60,55
2020-08-25,50,60,55
2020-08-26,40,50,45
2020-08-27,50,55,52.5
2020-08-28,75,80,77.5
2020-08-29,75,80,77.5
2020-08-30,70,75,72.5
2020-08-31,65,70,67.5
2020-09-01,45,50,47.5
2020-09-02,50,55,52.5
2020-09-03,50,60,55
2020-09-04,50,60,55
2020-09-05,50,60,55
2020-09-06,50,60,55
2020-09-07,45,50,47.5
2020-09-08,45,50,47.5
2020-09-09,40,45,42.5
2020-09-10,40,45,42.5
2020-09-11,40,45,42.5
2020-09-12,50,55,52.5
2020-09-13,50,60,55
2020-09-14,70,75,72.5
2020-09-15,75,80,77.5
2020-09-16,75,80,77.5
2020-09-17,90,100,95
2020-09-18,95,100,97.5
2020-09-19,80,85,82.5
2020-09-20,85,90,87.5
2020-09-21,80,85,82.5
2020-09-22,80,90,85
2020-09-23,80,85,82.5
2020-09-24,80,85,82.5
2020-09-25,85,90,87.5
2020-09-26,75,80,77.5
2020-09-27,65,70,67.5
2020-09-28,75,85,80
2020-09-29,90,95,92.5
2020-09-30,70,75,72.5
2020-10-01,60,65,62.5
2020-10-02,45,50,47.5
2020-10-03,45,50,47.5
2020-10-04,45,50,47.5
2020-10-05,35,40,37.5
2020-10-06,35,40,37.5
2020-10-07,35,40,37.5
2020-10-08,35,40,37.5
2020-10-09,40,45,42.5
2020-10-10,40,45,42.5
2020-10-11,45,50,47.5
2020-10-12,65,70,67.5
2020-10-13,75,80,77.5
2020-10-14,60,70,65
2020-10-15,55,60,57.5
2020-10-16,65,70,67.5
2020-10-17,60,70,65
2020-10-18,60,65,62.5
2020-10-19,55,60,57.5
2020-10-20,60,65,62.5
2020-10-21,70,80,75
2020-10-22,75,85,80
2020-10-23,70,80,75
2020-10-24,75,85,80
2020-10-25,100,115,107.5
2020-10-26,90,100,95
2020-10-27,70,80,75
2020-10-28,60,65,62.5
2020-10-29,45,55,50
2020-10-30,45,50,47.5
2020-10-31,50,55,52.5
2020-11-01,55,60,57.5
2020-11-02,45,55,50
2020-11-03,42,50,46
2020-11-04,55,62,58.5
2020-11-05,50,55,52.5
2020-11-06,42,50,46
2020-11-07,40,45,42.5
2020-11-08,35,40,37.5
2020-11-09,38,45,41.5
2020-11-10,35,42,38.5
2020-11-11,40,45,42.5
2020-11-12,42,50,46
2020-11-13,40,45,42.5
2020-11-14,35,40,37.5
2020-11-15,35,40,37.5
2020-11-16,40,50,45
2020-11-17,45,50,47.5
2020-11-18,50,60,55
2020-11-19,50,55,52.5
2020-11-20,40,45,42.5
2020-11-21,35,40,37.5
2020-11-22,30,40,35
2020-11-23,40,45,42.5
2020-11-24,40,45,42.5
2020-11-25,40,50,45
2020-11-26,40,50,45
2020-11-27,45,55,50
2020-11-28,45,52,48.5
2020-11-29,35,40,37.5
2020-11-30,40,45,42.5
2020-12-01,45,55,50
2020-12-02,48,55,51.5
2020-12-03,50,55,52.5
2020-12-04,45,55,50
2020-12-05,45,55,50
2020-12-06,45,50,47.5
2020-12-07,45,55,50
2020-12-08,45,55,50
2020-12-09,50,55,52.5
2020-12-10,55,65,60
2020-12-11,45,52,48.5
2020-12-12,50,55,52.5
2020-12-13,40,50,45
2020-12-14,35,45,40
2020-12-15,35,45,40
2020-12-16,35,40,37.5
2020-12-17,30,40,35
2020-12-18,30,40,35
2020-12-19,40,50,45
2020-12-20,40,50,45
2020-12-21,35,45,40
2020-12-22,40,50,45
2020-12-23,35,45,40
2020-12-24,45,55,50
2020-12-25,40,50,45
2020-12-26,45,55,50
2020-12-27,45,55,50
2020-12-28,50,55,52.5
2020-12-29,45,50,47.5
2020-12-30,45,50,47.5
2020-12-31,40,45,42.5
2021-01-01,40,45,42.5
2021-01-02,30,40,35
2021-01-03,35,40,37.5
2021-01-04,30,40,35
2021-01-05,30,35,32.5
2021-01-06,35,45,40
2021-01-07,30,40,35
2021-01-08,25,35,30
2021-01-09,15,25,20
2021-01-10,10,15,12.5
2021-01-11,12,18,15
2021-01-12,15,25,20
2021-01-13,15,25,20
2021-01-14,15,20,17.5
2021-01-15,15,20,17.5
2021-01-16,20,30,25
2021-01-17,15,20,17.5
2021-01-18,15,20,17.5
2021-01-19,12,18,15
2021-01-20,12,18,15
2021-01-21,10,20,15
2021-01-22,10,20,15
2021-01-23,10,20,15
2021-01-24,15,20,17.5
2021-01-25,14,18,16
2021-01-26,18,22,20
2021-01-27,20,25,22.5
2021-01-28,20,25,22.5
2021-01-29,12,20,16
2021-01-30,15,20,17.5
2021-01-31,15,20,17.5
2021-02-01,15,20,17.5
2021-02-02,12,20,16
2021-02-03,15,20,17.5
2021-02-06,15,20,17.5
2021-02-07,15,20,17.5
2021-02-08,15,20,17.5
2021-02-09,12,20,16
2021-02-10,15,20,17.5
2021-02-11,15,25,20
2021-02-12,12,16,14
2021-02-13,12,20,16
2021-02-14,15,20,17.5
2021-02-15,15,20,17.5
2021-02-16,15,20,17.5
2021-02-17,15,20,17.5
2021-02-18,15,20,17.5
2021-02-19,10,15,12.5
2021-02-20,8,15,11.5
2021-02-21,8,15,11.5
2021-02-22,10,15,12.5
2021-02-23,10,15,12.5
2021-02-24,15,20,17.5
2021-02-25,15,20,17.5
2021-02-26,15,20,17.5
2021-02-27,15,20,17.5
2021-02-28,15,20,17.5
2021-03-01,8,12,10
2021-03-02,10,15,12.5
2021-03-03,10,15,12.5
2021-03-05,12,15,13.5
2021-03-06,15,20,17.5
2021-03-07,15,20,17.5
2021-03-08,10,15,12.5
2021-03-09,10,15,12.5
2021-03-10,20,25,22.5
2021-03-11,20,25,22.5
2021-03-12,20,25,22.5
2021-03-13,15,20,17.5
2021-03-14,20,25,22.5
2021-03-15,25,30,27.5
2021-03-16,25,30,27.5
2021-03-17,15,20,17.5
2021-03-18,15,20,17.5
2021-03-19,25,30,27.5
2021-03-20,20,25,22.5
2021-03-21,20,25,22.5
2021-03-22,40,50,45
2021-03-23,40,50,45
2021-03-24,40,50,45
2021-03-25,30,40,35
2021-03-26,30,40,35
2021-03-27,40,50,45
2021-03-28,40,50,45
2021-03-29,45,50,47.5
2021-03-30,45,50,47.5
2021-03-31,45,50,47.5
2021-04-01,30,40,35
2021-04-02,30,40,35
2021-04-03,35,45,40
2021-04-04,45,50,47.5
2021-04-05,30,40,35
2021-04-06,30,35,32.5
2021-04-07,30,40,35
2021-04-08,30,40,35
2021-04-09,30,40,35
2021-04-10,30,40,35
2021-04-11,25,35,30
2021-04-12,25,35,30
2021-04-13,20,25,22.5
2021-04-14,20,25,22.5
2021-04-15,15,20,17.5
2021-04-16,15,20,17.5
2021-04-17,12,16,14
2021-04-18,15,20,17.5
2021-04-19,10,15,12.5
2021-04-20,10,15,12.5
2021-04-21,15,20,17.5
2021-04-22,10,15,12.5
2021-04-23,14,18,16
2021-04-24,10,15,12.5
2021-04-25,15,20,17.5
2021-04-26,10,15,12.5
2021-04-27,10,15,12.5
2021-04-28,15,20,17.5
2021-04-29,30,40,35
2021-04-30,20,25,22.5
2021-05-01,20,25,22.5
2021-05-02,25,30,27.5
2021-05-03,15,20,17.5
2021-05-04,10,15,12.5
2021-05-05,10,15,12.5
2021-05-06,10,15,12.5
2021-05-07,15,20,17.5
2021-05-08,10,15,12.5
2021-05-09,10,15,12.5
2021-05-10,10,15,12.5
2021-05-11,10,15,12.5
2021-05-12,30,35,32.5
2021-05-13,35,40,37.5
2023-01-01,3.3,12,7.65
2023-01-02,8,17,12.5
2023-01-03,10,9.33,9.665
2023-01-04,7.33,14,10.665
2023-01-05,10,12,11
2023-01-06,12,8,10
2023-01-07,8,14,11
2023-01-08,7,12,9.5
2023-01-09,8,10,9
2023-01-10,8,22,15
2023-01-11,12,8,10
2023-01-12,5,10,7.5
2023-01-13,5,14,9.5
2023-01-14,10,12,11
2023-01-15,10,9,9.5
2023-01-16,6,17,11.5
2023-01-17,9,22,15.5
2023-01-18,20,6,13
2023-01-19,8,16,12
2023-01-20,12,8,10
2023-01-21,6,10,8
2023-01-22,10,22,16
2023-01-23,12,13.33,12.665
2023-01-24,7.33,12,9.665
2023-01-25,4,16,10
2023-01-26,8,10,9
2023-01-27,18,16,17
2023-01-28,4,22,13
2023-01-29,12,18,15
2023-01-30,4,22,13
2023-01-31,10,25,17.5
2023-02-01,12.5,20,16.25
2023-02-02,8,15,11.5
2023-02-03,10,16,13
2023-02-04,10,15,12.5
2023-02-05,15,16.84,15.92
2023-02-06,12.84,18,15.42
2023-02-07,17,18.7,17.85
2023-02-08,4,20,12
2023-02-09,10,16,13
2023-02-10,14,25,19.5
2023-02-11,15,27.5,21.25
2023-02-12,17.5,25,21.25
2023-02-13,25,28,26.5
2023-02-14,20,33,26.5
2023-02-15,25,19.61,22.305
2023-02-16,19.61,20,19.805
2023-02-17,20,24,22
2023-02-18,6,10,8
2023-02-19,10,35,22.5
2023-02-20,25,27,26
2023-02-21,20,30,25
2023-02-22,30,18,24
2023-02-23,5.3,25,15.15
2023-02-24,15,20,17.5
2023-02-25,12,10,11
2023-02-26,10,25,17.5
2023-02-27,18,23,20.5
2023-02-28,21,23,22
2023-03-01,21,20,20.5
2023-03-02,10,28,19
2023-03-03,24,60,42
2023-03-04,50,20.8,35.4
2023-03-05,18.8,17.5,18.15
2023-03-06,5.5,9,7.25
2023-03-07,3.33,20,11.665
2023-03-08,10,18,14
2023-03-09,10,15,12.5
2023-03-10,11,14,12.5
2023-03-11,4,24,14
2023-03-12,22,16,19
2023-03-13,8,12,10
2023-03-14,3,27,15
2023-03-15,24,12,18
2023-03-16,3,12.5,7.75
2023-03-17,8,24,16
2023-03-18,21,8,14.5
2023-03-19,2,16.96,9.48
2023-03-20,12.96,12.2,12.58
2023-03-21,12.2,13.3,12.75
2023-03-22,3.3,16.52,9.91
2023-03-23,12.52,10,11.26
2023-03-24,5,17.84,11.42
2023-03-25,13.84,10,11.92
2023-03-26,10,7,8.5
2023-03-27,3,8,5.5
2023-03-28,4,17.29,10.645
2023-03-29,13.29,8,10.645
2023-03-30,4,10.41,7.205
2023-03-31,7.57,9.3,8.435
2023-04-01,3.3,12.06,7.68
2023-04-02,10.06,8,9.03
2023-04-03,4,8,6
2023-04-04,3,10.92,6.96
2023-04-05,8.92,6,7.46
2023-04-06,3,9,6
2023-04-07,6,8,7
2023-04-08,2,7,4.5
2023-04-09,5,7.3,6.15
2023-04-10,2.6,6,4.3
2023-04-11,4,8,6
2023-04-12,3.3,7,5.15
2023-04-13,3,6.7,4.85
2023-04-14,3,8,5.5
2023-04-15,5,6.7,5.85
2023-04-16,3.3,12.72,8.01
2023-04-17,8.72,10,9.36
2023-04-18,5,12.27,8.635
2023-04-19,10.27,6,8.135
2023-04-20,4,8,6
2023-04-21,4,6.7,5.35
2023-04-22,3,10,6.5
2023-04-23,10,15,12.5
2023-04-24,8,16,12
2023-04-25,14,10,12
2023-04-26,6,6,6
2023-04-27,3,6,4.5
2023-04-28,4,8,6
2023-04-29,3,10.41,6.705
2023-04-30,7.69,8,7.845
2023-05-01,4,14,9
2023-05-02,12,6.6,9.3
2023-05-03,2,5,3.5
2023-05-04,3,8,5.5
2023-05-05,4,15,9.5
2023-05-06,4,7,5.5
2023-05-07,3,10,6.5
2023-05-08,2,5,3.5
2023-05-09,4,15,9.5
2023-05-10,10,12,11
2023-05-11,8,14,11
2023-05-12,4,12,8
2023-05-13,4,10,7
2023-05-14,10,11,10.5
2023-05-15,9,12,10.5
2023-05-16,4,14,9
2023-05-17,8,14,11
2023-05-18,10,10,10
2023-05-19,4,15.29,9.645
2023-05-20,13.29,10.7,11.995
2023-05-21,3,42.1,22.55
2023-05-22,32,15,23.5
2023-05-23,12,14,13
2023-05-24,10,12.5,11.25
2023-05-25,7.5,13.3,10.4
2023-05-26,3.3,16,9.65
2023-05-27,14,12,13
2023-05-28,10,16,13
2023-05-29,15,16,15.5
2023-05-30,12,18,15
2023-05-31,14,16.37,15.185
2023-06-01,12.37,21.05,16.71
2023-06-02,18.45,21.09,19.77
2023-06-03,16.09,14,15.045
2023-06-04,10,16,13
2023-06-05,4,28,16
2023-06-06,20,24,22
2023-06-07,16,23,19.5
2023-06-08,19,18,18.5
2023-06-09,4,27,15.5
2023-06-10,5,22,13.5
2023-06-11,18,24.03,21.015
2023-06-12,20.03,23,21.515
2023-06-13,19,23,21
2023-06-14,18,36,27
2023-06-15,30,45,37.5
2023-06-16,30,45,37.5
2023-06-17,30,30,30
2023-06-18,10,45,27.5
2023-06-19,35,28,31.5
2023-06-20,26,34.05,30.025
2023-06-21,30.05,45,37.525
2023-06-22,30,36,33
2023-06-23,20,66.7,43.35
2023-06-24,20,66.7,43.35
2023-06-25,20,90,55
2023-06-26,80,76.67,78.335
2023-06-27,16.67,60,38.335
2023-06-28,55,70,62.5
2023-06-29,50,80,65
2023-06-30,60,100,80
2023-07-01,60,80,70
2023-07-02,20,93.3,56.65
2023-07-03,23.3,100,61.65
2023-07-04,80,90,85
2023-07-05,70,100,85
2023-07-06,70,100,85
2023-07-07,80,80,80
2023-07-08,70,80,75
2023-07-09,13.3,100,56.65
2023-07-10,80,90,85
2023-07-11,70,120,95
2023-07-12,26.6,100,63.3
2023-07-13,80,74,77
2023-07-14,72,69.07,70.535
2023-07-15,67.07,60,63.535
2023-07-16,55,88,71.5
2023-07-17,60,78.78,69.39
2023-07-18,76.78,100,88.39
2023-07-19,80,105,92.5
2023-07-20,95,96,95.5
2023-07-21,86,120,103
2023-07-22,80,60,70
2023-07-23,50,78.78,64.39
2023-07-24,74.78,96,85.39
2023-07-25,86,91.72,88.86
2023-07-26,89.72,85,87.36
2023-07-27,70,98.94,84.47
2023-07-28,94.94,110,102.47
2023-07-29,9,146.67,77.835
2023-07-30,53.33,100,76.665
2023-07-31,99,115,107
2023-08-01,75,110,92.5
2023-08-02,90,900,495
2023-08-03,88,100,94
2023-08-04,35,90,62.5
2023-08-05,70,60,65
2023-08-06,10,55,32.5
2023-08-07,53,80,66.5
2023-08-08,30,64,47
2023-08-09,40,60,50
2023-08-10,40,97,68.5
2023-08-11,63,70,66.5
2023-08-12,40,57,48.5
2023-08-13,20,60,40
2023-08-14,55,45,50
2023-08-15,30,39.69,34.845
2023-08-16,39.69,40,39.845
2023-08-17,30,25,27.5
2023-08-18,18,34,26
2023-08-19,16.7,33.33,25.015
2023-08-20,8,32,20
2023-08-21,8,25,16.5
2023-08-22,12.5,20,16.25
2023-08-23,3.33,25,14.165
2023-08-24,18,25,21.5
2023-08-25,15,7,11
2023-08-26,4,22,13
2023-08-27,10,20,15
2023-08-28,4,12,8
2023-08-29,10,20,15
2023-08-30,5.33,17.5,11.415
2023-08-31,10,24,17
2023-09-01,20,23,21.5
2023-09-02,15,16,15.5
2023-09-03,3,15,9
2023-09-04,10,25,17.5
2023-09-05,25,25,25
2023-09-06,20,10,15
2023-09-07,5,10,7.5
2023-09-08,5,6,5.5
2023-09-09,2.5,10,6.25
2023-09-10,6,10.21,8.105
2023-09-11,8.21,8.5,8.355
2023-09-12,3.5,10,6.75
2023-09-13,2,25,13.5
2023-09-14,25,10,17.5
2023-09-15,6,8,7
2023-09-16,4,25,14.5
2023-09-17,25,11,18
2023-09-18,10,25,17.5
2023-09-19,25,8.6,16.8
2023-09-20,2,8,5
2023-09-21,3,6,4.5
2023-09-22,5,10,7.5
2023-09-23,5,9,7
2023-09-24,4,6.67,5.335
2023-09-25,2.67,15,8.835
2023-09-26,15,10,12.5
2023-09-27,9,15,12
2023-09-28,8,8,8
2023-09-29,5,6.67,5.835
2023-09-30,2.67,10,6.335
2023-10-01,10,6,8
2023-10-02,4,10,7
2023-10-03,5,10,7.5
2023-10-04,5,5,5
2023-10-05,3.3,9.33,6.315
2023-10-06,3.33,8,5.665
2023-10-07,4,10,7
2023-10-08,10,7,8.5
2023-10-09,3,5,4
2023-10-10,1.5,10,5.75
2023-10-11,8,8,8
2023-10-12,5,8,6.5
2023-10-13,6,12.7,9.35
2023-10-14,3.3,7,5.15
2023-10-15,2,13.3,7.65
2023-10-16,3.3,7.5,5.4
2023-10-17,3.5,8,5.75
2023-10-18,2,8,5
2023-10-19,7,10,8.5
2023-10-20,4,8,6
2023-10-21,3,6,4.5
2023-10-22,3,8,5.5
2023-10-23,5,6,5.5
2023-10-24,4,4.5,4.25
2023-10-25,3,17,10
2023-10-26,15,6,10.5
2023-10-27,4,15,9.5
2023-10-28,10,30,20
2023-10-29,20,26.7,23.35
2023-10-30,3.3,26.7,15
2023-10-31,3.3,18,10.65
2023-11-01,17,22,19.5
2023-11-02,15,15,15
2023-11-03,5,22,13.5
2023-11-04,19,26,22.5
2023-11-05,16,16,16
2023-11-06,5,30,17.5
2023-11-07,15,14,14.5
2023-11-08,10,18.51,14.255
2023-11-09,16.66,25,20.83
2023-11-10,4,26,15
2023-11-11,3,35,19
2023-11-12,17.5,18,17.75
2023-11-13,15,10,12.5
2023-11-14,10,27,18.5
2023-11-15,5,30,17.5
2023-11-16,20,32,26
2023-11-17,3.3,32.5,17.9
2023-11-18,17.5,15,16.25
2023-11-19,8,40,24
2023-11-20,36,42,39
2023-11-21,30,10,20
2023-11-22,8,23,15.5
2023-11-23,5,23,14
2023-11-24,21,28,24.5
2023-11-25,6.67,18,12.335
2023-11-26,5,27.95,16.475
2023-11-27,23.95,26,24.975
2023-11-28,15,26,20.5
2023-11-29,5,26,15.5
2023-11-30,15,33,24
2023-12-01,28,30,29
2023-12-02,20,30,25
